,melanoma_TMB,melanoma_TNB,melanoma_NPB,melanoma_NP-LandscapeSum,melanoma_NP-LandscapeCCF,melanoma_NP-LandscapeClone,NSCLC_TMB,NSCLC_TNB,NSCLC_NPB,NSCLC_NP-LandscapeSum,NSCLC_NP-LandscapeCCF,NSCLC_NP-LandscapeClone
37.0,682.8000000000001,167.24,112.48000000000002,26.418723140160612,17.958860070436838,168.60609937053601,549.39,136.39,99.0,23.329691052565718,9.598331407354388,60.904585918441484
38.0,710.16,170.0,116.88,27.84930216045874,20.78727551249793,195.28631749441746,559.72,138.72,100.0,24.26564580576986,10.242174111868902,64.49109593555745
39.0,725.8,173.28,122.2,28.637429392355603,21.241069407263716,207.4120305033171,571.5999999999999,141.32999999999998,102.33,24.55620634034544,10.677914126629922,76.05406377755065
40.0,744.8,181.8,126.4,29.74109083791965,21.90358763223537,246.51174968457502,586.8,143.0,104.0,24.79318167042706,11.089663124838882,81.54560901248404
41.0,753.96,186.16,129.48,30.522366216535303,22.191437449726955,279.60912299213084,591.62,144.26999999999998,105.0,24.921748391565853,12.113702012437937,84.13694601203333
42.0,781.6800000000001,189.0,132.92000000000002,31.338084015250992,23.375221229717745,286.4578288334923,616.22,146.0,105.74,25.000697586591876,12.297582888463186,90.24477796237007
43.0,808.68,202.68,138.0,32.36331461596978,23.898885416972565,316.8543317461786,636.5699999999999,147.63,107.0,25.2316575292057,12.662043270700025,94.801273273993
44.0,814.52,207.44,139.0,33.291406864891876,24.761450661192622,345.6773084345397,654.6800000000001,152.36,108.0,25.36174955131322,13.533646976650171,100.19096565743959
45.0,841.6,210.60000000000002,143.4,33.683318240954065,25.586558182323447,373.82928081336166,679.3,157.15,110.0,25.538843071253876,13.866055553218505,112.6717489209362
46.0,851.76,223.88000000000002,145.96,34.56338392557162,26.50058585606146,393.00024463495544,685.72,158.62,112.24000000000001,26.328089137008106,14.289121122531261,117.74164968190547
47.0,867.72,226.44,151.6,36.03437484832492,27.745361924760815,432.67147530345716,692.3599999999999,164.08999999999997,116.0,26.797467010401984,15.122528589283345,121.05875518403462
48.0,900.5999999999996,235.0,163.48,37.69503776000395,28.801984072949658,458.1392858382736,698.6800000000001,169.12,117.0,27.28163621984438,15.88217076152308,128.84897274154693
49.0,945.72,237.20000000000005,168.48000000000002,38.83942195475451,30.31717442147826,486.98194849851814,711.06,170.06,118.03,28.209942384455474,16.221190464273995,136.28009880499965
50.0,965.0,246.0,173.0,39.78371265115855,31.46651543206488,558.4821394220987,713.5,173.5,119.5,28.576020687368075,16.73677728150695,146.51360684644175
51.0,1004.3599999999999,248.76,179.27999999999997,41.68886356444693,32.05356851006936,661.6111001727396,720.79,178.97,121.0,29.007792967303217,17.162418980840943,162.75636358651525
52.0,1035.04,250.52,183.0,43.401867611807965,32.45794951431116,687.3016734367991,728.0799999999999,182.0,123.44,29.498526361398568,17.61068714019389,185.28209945943306
53.0,1045.56,252.56,185.12,44.37524737204615,33.15920828876179,709.3405635771232,735.91,184.91,125.91,30.240773592809585,18.702606664298585,202.34266553257604
54.0,1065.6800000000003,259.04,198.08000000000004,45.59458546851329,34.18123449204836,754.576893649065,758.6999999999999,186.0,130.14,31.126416712379825,19.00140829982436,214.82577614083937
55.0,1110.8000000000002,262.40000000000003,202.0,46.59706961844772,35.52209405477271,827.5316649613575,778.2500000000001,189.55000000000007,133.85000000000002,32.185840945848994,19.643329595142088,224.51920382562622
56.0,1134.8,266.12,204.56,47.95549260458648,36.87468505675709,901.7745590200208,806.32,195.96000000000006,138.0,32.620747844055565,20.11306666141053,229.68824035558458
57.0,1155.32,279.23999999999995,207.27999999999997,48.568427794462885,39.66970829841471,1010.9707704103545,819.8499999999999,199.79,140.79,32.930242424493,20.520522603296804,231.4996638947263
58.0,1162.7999999999997,293.0,214.0,49.863166502134206,40.223872233121405,1035.102926250024,828.78,202.51999999999998,141.0,33.91445945367814,20.677294671665702,237.00392686698316
59.0,1176.2,293.84000000000003,218.52,51.60495215049148,41.789715984748085,1095.5375003427932,838.65,207.73,143.18999999999997,34.11308898517329,21.089431526126504,246.54799530428232
60.0,1223.3999999999999,299.2,223.2,52.27519062290855,42.46259756920444,1147.7219738136835,860.8,208.0,146.2,34.969478938180046,21.813116606184284,256.12600976528546
61.0,1277.2399999999989,307.43999999999994,233.0,55.00711880686334,43.78070663679172,1286.4667064176053,869.67,212.33999999999997,148.67,35.72883658885733,23.126340007321712,271.56573668729334
62.0,1336.88,319.24,234.12,56.37127514066611,45.83544238815258,1424.3171337563633,888.14,214.14,154.0,36.1302176432993,23.485275244496858,281.1631169848463
63.0,1381.8799999999999,327.88,240.88,57.241138053194625,46.83110956455257,1571.0974652675466,894.6600000000001,221.66000000000008,156.83000000000004,37.05968432151716,23.991785488634417,291.08063699291955
64.0,1406.64,336.0,249.92000000000004,58.93298182306254,47.84139055981454,1775.2228607814723,917.8000000000002,225.08,165.0,38.340711862093116,25.173250561872173,324.22916724499606
65.0,1414.8000000000002,342.6,260.4,60.61440744156754,49.30840970201746,1999.7125086250426,934.4000000000001,229.20000000000005,165.55,38.92966995976733,26.904684950988084,355.1702029760687
66.0,1446.32,345.32,266.64,62.88160664668938,49.94168591858115,2283.3501360971263,956.0600000000001,234.02,167.10000000000005,39.97501826332426,27.3786727517681,390.2114534391418
67.0,1455.44,351.68000000000006,283.6000000000001,64.15211395439644,50.941883840185824,2438.8271079296946,983.3700000000001,237.49,180.0,41.17755012862461,27.79995332744205,406.1368094577412
68.0,1501.08,363.68,288.68,67.5597911142539,51.90755599719534,2521.384639801231,1017.6400000000001,244.96,184.84000000000003,43.06584524009037,28.22948730744989,430.6028852392864
69.0,1521.88,380.0,294.44,68.90614398318306,53.36676466403041,2632.4193816894694,1026.29,250.0,192.28999999999994,43.72054058023915,29.847674395575076,470.6731240367002
70.0,1585.3999999999999,391.99999999999994,300.19999999999993,69.96195878007184,54.998404418111235,2828.936037466011,1047.3999999999996,255.4999999999999,196.0,45.05397397503406,31.14934290836976,521.5491042892713
71.0,1609.4799999999998,405.7999999999999,310.87999999999994,71.35374685481479,57.618557509622754,3028.931113962425,1072.92,261.48,198.11,45.82868226933185,31.42692593267118,588.3821180377931
72.0,1669.4,413.32,315.72,73.27291922636836,59.831436528509784,3191.637272930075,1090.2,266.84000000000003,203.36,48.348266963800775,32.084655077812535,617.0455907619136
73.0,1766.36,418.43999999999994,326.43999999999994,75.70634581980264,60.9189667257665,3430.757016956045,1115.99,275.62,206.31,49.33179751658442,32.82362676429457,719.7168852466432
74.0,1783.3600000000004,429.72000000000025,334.84000000000015,78.87567862370224,64.72485744614598,3656.9201665572423,1147.46,278.78,210.12,50.357396047448724,34.25029422921443,775.0380939013811
75.0,1818.0,458.0,362.0,85.74106002823369,65.3847977220192,3845.2299064809968,1178.75,284.75,213.75,51.654528883038836,35.418177888283374,874.6074284019655
76.0,1860.6399999999996,467.28,383.1199999999999,89.06978825194301,67.32638785980873,3864.6891693617204,1204.72,289.72,220.72,53.102459823047695,36.70991776161084,901.6932377858815
77.0,1938.8400000000004,501.04,401.6,93.1175352112533,69.12083971698598,4085.799229379152,1214.27,297.76,231.57,54.95200211932312,37.359433838315695,960.1899573850507
78.0,2040.24,512.08,406.12,95.29451230499,71.47121241919073,4510.755180895264,1252.56,302.65999999999997,236.0,55.15559290468294,38.827226381967094,1030.2990702255179
79.0,2140.200000000001,522.3200000000002,411.28000000000014,96.92338371239065,75.16049342091256,4686.857087043145,1308.21,304.26,241.13,56.38093750108543,40.66018339414224,1046.8377250506105
80.0,2271.000000000001,556.4000000000001,439.2000000000003,102.11771988761019,77.7293517355333,5374.653188932144,1376.200000000001,315.20000000000016,245.4000000000001,57.61990991794012,41.78879154450398,1111.0598581451052
81.0,2339.4,574.36,452.28000000000003,105.01688769233517,82.18863773414998,5774.399472327523,1441.520000000001,325.35000000000014,249.21000000000006,58.918411606043776,42.36968530351303,1242.6601645515968
82.0,2437.04,585.3199999999999,466.96,110.16739092926335,84.24314441168525,6092.893510620285,1491.02,339.08,259.15999999999997,59.161081782581064,43.38245444223848,1488.511518770975
83.0,2499.079999999999,600.16,478.71999999999986,112.87070751225335,86.82143489309126,6296.303482102184,1544.04,344.2099999999998,268.01,62.624331776624,45.676104432333965,1680.1551120003776
84.0,2599.6000000000004,611.36,510.2800000000001,117.54054795730673,91.26521799685892,6628.5720857600745,1570.8,370.96,272.48,64.52303759247246,46.801890225879305,1924.7205963611398
85.0,2994.6,711.2,532.9999999999999,125.4659446189995,95.22550007151364,6818.266611270794,1622.75,380.5999999999999,281.84999999999997,65.85496006505545,47.327365005878946,2013.0580314476967
86.0,3174.4399999999987,773.639999999999,568.36,130.53877255314447,100.40435566931602,7256.007996809187,1650.6399999999994,401.03999999999985,296.5199999999999,67.8591838100947,48.74517217652292,2559.2827273901203
87.0,3507.200000000002,836.8000000000001,624.6800000000001,151.34717535229274,108.28618380119056,7597.242777228955,1764.1099999999988,428.55999999999995,309.89999999999986,70.21359387337799,51.72012614874185,2812.4727812114425
88.0,4011.04,883.56,647.16,154.94205125061112,116.019075431827,9706.704746688503,1825.44,444.72,313.0,72.2807746679949,52.548711429062315,3165.842498907691
89.0,4112.52,958.5200000000007,771.4400000000003,185.32583960062252,125.14126900114337,12746.89169093635,2101.290000000001,463.45000000000016,325.49,76.07516783117086,57.623943924044454,3240.135381349116
90.0,4374.600000000002,985.4000000000001,877.0000000000002,204.03894729983668,146.80857427736612,15746.794727382929,2304.9,537.5000000000002,366.90000000000003,83.272450116366,59.33584822705107,3388.7027885901402
91.0,4871.5599999999995,1073.7199999999998,955.12,217.33237265838235,169.70522456008624,18581.476880861595,2450.4900000000016,564.6200000000001,385.0100000000001,90.88169586559177,61.03190620548131,3482.084059766549
92.0,5318.640000000003,1274.0400000000006,1081.080000000002,252.50597617365557,189.03631435008438,22111.44795553195,2838.7200000000003,667.6800000000001,425.68000000000006,98.92252220206878,75.21561661545783,3704.783088572368
93.0,5626.04,1344.64,1210.1200000000008,276.3378535623755,210.01613832272338,23826.36726508939,2937.0800000000004,712.71,440.97,102.82096674953496,79.38028288376519,4458.892656476805
94.0,6491.5999999999985,1400.6399999999999,1282.7199999999998,298.5608139267628,227.67354826164268,30248.334013090505,3260.16,773.8599999999994,502.7199999999999,114.04559486613424,81.75203199690635,5569.698862773836
95.0,7446.399999999998,1721.3999999999996,1314.7999999999993,307.87209571600005,245.30311007510497,36216.47657078304,3384.199999999997,836.8499999999989,517.3999999999996,123.45089941669536,91.56765035734942,5913.707344077946
96.0,7733.559999999998,1824.3599999999988,1652.239999999998,387.4581216680116,275.1433898896182,40900.12518857504,3634.44,864.2,572.5600000000001,132.09915284847406,100.2546727407431,7948.692447932472
97.0,8572.239999999976,2195.5599999999877,1729.0399999999997,399.1706861055003,287.5586980945406,68052.62625556941,4067.580000000002,988.6000000000005,701.6600000000003,163.31938090536528,119.07314160419645,14980.35316533023
98.0,12654.44000000002,2741.920000000001,2369.440000000007,557.1793508748751,382.4655635380762,89930.44715139557,4870.8,1079.18,843.6200000000001,201.93609095191948,166.32632954098648,25614.57553232113
99.0,17292.72,4412.2800000000125,3677.000000000001,873.3899041016738,511.75463838040594,123766.92255594261,4998.68,1144.01,930.07,222.95435635806365,186.28254745090467,82733.84353470261
100.0,55878.0,12414.0,12199.0,2820.1439698638014,1106.8485177795026,324364.5496324619,6281.0,1362.0,1142.0,257.7481873427364,252.32666275958928,293533.0161704558
