,melanoma_TMB,melanoma_TNB,melanoma_NPB,melanoma_NP-LandscapeSum,melanoma_NP-LandscapeCCF,melanoma_NP-LandscapeClone,NSCLC_TMB,NSCLC_TNB,NSCLC_NPB,NSCLC_NP-LandscapeSum,NSCLC_NP-LandscapeCCF,NSCLC_NP-LandscapeClone
50.0,366.0,246.0,173.0,1.5997053094237739,1.497848652274036,2.7470092886880515,261.5,173.5,119.5,1.4560017435749208,1.22366577002074,2.1653525265359024
51.0,370.0,248.76,179.27999999999997,1.6199650194984156,1.5058739194451034,2.82059299032251,274.78999999999996,178.97,121.0,1.4625139586514753,1.2345774415628736,2.211535209306641
52.0,380.6,250.52,183.0,1.6375082316714573,1.5113180508771487,2.8371472175703527,282.32,182.0,123.44,1.469796641868704,1.2456549844924545,2.2678326420218085
53.0,388.56,252.56,185.12,1.647140733748884,1.5205982741233701,2.850852708637227,285.0,184.91,125.91,1.4805898254833187,1.2718977418286421,2.3060368101183544
54.0,399.0,259.04,198.08000000000004,1.6589111534220806,1.5337876134547999,2.8776968839766717,290.52,186.0,130.14,1.4931288973425432,1.2787849478308067,2.33190486497042
55.0,402.0,262.40000000000003,202.0,1.6683572815175416,1.5504835784576825,2.9177149301083105,294.85,189.55000000000007,133.85000000000002,1.5076350707213064,1.2932149208970467,2.3512523928034073
56.0,406.12,266.12,204.56,1.6808370661056093,1.5666023213941334,2.9549835422701842,297.32000000000005,195.96000000000006,138.0,1.5134895147980298,1.3034726733213107,2.3611387295329207
57.0,411.96,279.23999999999995,207.27999999999997,1.6863518575951737,1.5984556557576821,3.004702031042737,306.78999999999996,199.79,140.79,1.5175945839949896,1.3121864413719877,2.364549404958453
58.0,417.31999999999994,293.0,214.0,1.6977688617972664,1.604483876266299,3.0149835065488033,311.26,202.51999999999998,141.0,1.5303843400887012,1.315493345859936,2.3747268187814035
59.0,436.72,293.84000000000003,218.52,1.7126906850812882,1.621069366524283,3.039570997734,315.73,207.73,143.18999999999997,1.5329210045674408,1.3240589355795618,2.391869823577977
60.0,442.2,299.2,223.2,1.7182936484440914,1.6279977997312174,3.0598362018755423,317.2,208.0,146.2,1.5436890594179793,1.338658101157449,2.4083558672508083
61.0,453.36,307.43999999999994,233.0,1.7404161508416003,1.6412490223090974,3.1092772442508947,325.3499999999999,212.33999999999997,148.67,1.5530127281484292,1.3641042569326054,2.433861324165516
62.0,468.6,319.24,234.12,1.7510578571475348,1.6611997019831155,3.1535825886762527,329.8399999999999,214.14,154.0,1.5578696483107457,1.370795611522802,2.4489579915129953
63.0,480.52,327.88,240.88,1.7577077775334096,1.6705334472358608,3.196202209501372,340.83000000000004,221.66000000000008,156.83000000000004,1.5688747965058953,1.3800577218552947,2.463930591967436
64.0,495.0400000000002,336.0,249.92000000000004,1.7703331174117267,1.6797923618613848,3.249056311135285,348.32000000000005,225.08,165.0,1.5836589903175962,1.4009239237782896,2.5108076662600234
65.0,510.8,342.6,260.4,1.782563738844059,1.692916442836724,3.300472475913955,353.55,229.20000000000005,165.55,1.5902743965777382,1.4298279055680843,2.550224977356757
66.0,520.5999999999999,345.32,266.64,1.7985196343605883,1.698461625670741,3.3585586407854513,355.02,234.02,167.10000000000005,1.6017869772358804,1.4374121307022056,2.5912997900802526
67.0,542.6000000000001,351.68000000000006,283.6000000000001,1.807210594472249,1.7070730589268932,3.3871688354025604,360.9200000000001,237.49,180.0,1.6146586730388026,1.4440405970886578,2.60847836791631
68.0,562.72,363.68,288.68,1.8296863621548374,1.7152251869791206,3.401634796916673,366.96000000000004,244.96,184.84000000000003,1.63413281753336,1.45070291697478,2.6340707523138005
69.0,570.44,380.0,294.44,1.8382523069906553,1.7272627516674277,3.4203417426271683,373.4399999999998,250.0,192.28999999999994,1.6406854591306774,1.4748888037926318,2.6724274822676035
70.0,581.0,391.99999999999994,300.19999999999993,1.844850770391047,1.7403351814420724,3.4515786559733863,384.39999999999986,255.4999999999999,196.0,1.6537329980345152,1.4934304053990206,2.717289569909578
71.0,587.92,405.7999999999999,310.87999999999994,1.8534167253015492,1.7605559359788279,3.4812873716168315,397.74,261.48,198.11,1.6611361281470767,1.497300473386495,2.76965251623001
72.0,598.88,413.32,315.72,1.8649427616934033,1.7769116885274312,3.504012987778332,402.68,266.84000000000003,203.36,1.6843759737359727,1.5062912294008521,2.7902908484587385
73.0,628.96,418.43999999999994,326.43999999999994,1.879131336279921,1.784751011636226,3.5353692225506723,420.31,275.62,206.31,1.693126281257248,1.51618643189621,2.8571606799967317
74.0,641.6000000000001,429.72000000000025,334.84000000000015,1.896880924960386,1.8110676314329195,3.563115051209055,423.78,278.78,210.12,1.70205981554451,1.53459514955828,2.8892963430246232
75.0,657.0,458.0,362.0,1.9331888484487771,1.815476784518318,3.5849223114017046,435.25,284.75,213.75,1.7130842398476402,1.5492214814251895,2.9418130893702754
76.0,678.0799999999999,467.28,383.1199999999999,1.9497086537184092,1.8281784629402547,3.5871144894956966,445.2,289.72,220.72,1.7251145853403564,1.5647723444743518,2.9550539549542156
77.0,702.04,501.04,401.6,1.9690312824216463,1.839597490549368,3.611270616689498,454.19,297.76,231.57,1.7399835195261726,1.5723663122900944,2.982356024160888
78.0,745.28,512.08,406.12,1.9790678877251107,1.8541277963723652,3.654242506788224,461.32,302.65999999999997,236.0,1.7415894851798923,1.5891352050601677,3.0129627888627164
79.0,758.9200000000005,522.3200000000002,411.28000000000014,1.986423776936856,1.8759842318853763,3.670801300641152,472.13,304.26,241.13,1.7511320953689729,1.6091667314551847,3.0198206905137552
80.0,793.0,556.4000000000001,439.2000000000003,2.0090902218461015,1.8905817010661587,3.7303491365759047,488.00000000000045,315.20000000000016,245.4000000000001,1.760554216044379,1.6210498003555303,3.045737444105431
81.0,835.24,574.36,452.28000000000003,2.021258223182013,1.9147430644830594,3.761503050450242,504.21000000000004,325.35000000000014,249.21000000000006,1.7702510281513357,1.6270536931086437,3.0943418022626323
82.0,857.28,585.3199999999999,466.96,2.042052331344054,1.925528152506348,3.784818718138972,509.62,339.08,259.15999999999997,1.772034589558766,1.637286869888228,3.172602064952396
83.0,869.5999999999997,600.16,478.71999999999986,2.0525809815398075,1.9386236345617986,3.799085196051637,550.0999999999999,344.2099999999998,268.01,1.796742876121666,1.6596890149514287,3.2253446832801727
84.0,904.1200000000001,611.36,510.2800000000001,2.0701731996354122,1.9602711756602242,3.821385550542102,568.7199999999998,370.96,272.48,1.8097099414378381,1.6702633912185452,3.284093659318019
85.0,1099.2,711.2,532.9999999999999,2.0984823151950565,1.9787449937258228,3.8336606807157216,587.9,380.5999999999999,281.84999999999997,1.818588339406997,1.6751120315580466,3.3038556138732678
86.0,1152.4799999999993,773.639999999999,568.36,2.115679128980517,2.001714532592815,3.860697447058312,622.3599999999999,401.03999999999985,296.5199999999999,1.8315791165589212,1.6879260607261,3.40811678657325
87.0,1243.12,836.8000000000001,624.6800000000001,2.179965357478848,2.034556825222729,3.8802038750505834,637.8999999999999,428.55999999999995,309.89999999999986,1.846420340598717,1.7136081025012193,3.4490134907222445
88.0,1302.8799999999997,883.56,647.16,2.1901684375305797,2.064529073266558,3.9869172681624043,659.3200000000002,444.72,313.0,1.858992316525297,1.7205521112030362,3.5004844950085516
89.0,1363.9600000000003,958.5200000000007,771.4400000000003,2.2678600337579664,2.097393111761351,4.102895683454024,693.7900000000002,463.45000000000016,325.49,1.8812397167632302,1.7605900460223511,3.5105594264038245
90.0,1532.6000000000004,985.4000000000001,877.0000000000002,2.309703761659246,2.166751229910629,4.196894625231143,808.6000000000005,537.5000000000002,366.90000000000003,1.9204861164384728,1.7733163221088097,3.530032365062402
91.0,1635.8,1073.7199999999998,955.12,2.3371226232495643,2.2295398365572168,4.269079776275001,859.7900000000003,564.6200000000001,385.0100000000001,1.95835742352773,1.7855566889781753,3.541837928969879
92.0,1800.0400000000006,1274.0400000000006,1081.080000000002,2.4020926889468828,2.2765331727815123,4.34420393323213,983.8400000000004,667.6800000000001,425.68000000000006,1.995275723288377,1.87630358132798,3.5686021747369243
93.0,1928.7600000000002,1344.64,1210.1200000000008,2.4413399493850734,2.322067916582971,4.376742532310615,1033.1000000000001,712.71,440.97,2.0120763142013223,1.8997126315220505,3.6490050561689253
94.0,2154.6399999999994,1400.6399999999999,1282.7199999999998,2.474988847226096,2.357312575779762,4.479329267741408,1185.3599999999988,773.8599999999994,502.7199999999999,2.0569609547886802,1.9124070165347449,3.7458315474461603
95.0,2394.999999999999,1721.3999999999996,1314.7999999999993,2.4883429351805986,2.3896811695992217,4.558899078709768,1320.0999999999988,836.8499999999989,517.3999999999996,2.091440868832237,1.9613664518132339,3.771656995897874
96.0,2599.919999999999,1824.3599999999988,1652.239999999998,2.588181949865613,2.4395574909470703,4.611642698221905,1364.3200000000002,864.2,572.5600000000001,2.120883603286274,2.0010628981552894,3.892694671291538
97.0,3239.3199999999792,2195.5599999999877,1729.0399999999997,2.601157205479266,2.458721119637633,4.829013092532342,1470.9600000000005,988.6000000000005,701.6600000000003,2.212386088052839,2.075639462136793,4.172092793335835
98.0,4121.2000000000035,2741.920000000001,2369.440000000007,2.7445322701618395,2.5825863392852537,4.953802621355133,1676.96,1079.18,843.6200000000001,2.305123940676173,2.220949806835072,4.406224294747043
99.0,6494.880000000017,4412.2800000000125,3677.000000000001,2.9411669429775444,2.708321588158472,5.092332596224329,1728.3,1144.01,930.07,2.3481459985532713,2.2698023708394026,4.863686313588048
100.0,17159.0,12414.0,12199.0,3.450271279851775,3.0440881878217247,5.511033383331058,2014.0,1362.0,1142.0,2.4111956197176676,2.401963143809496,5.46765695714824
